Country,Time,"Adult literacy rate, population 15+ years, both sexes (%)","Adult literacy rate, population 15+ years, female (%)","Adult literacy rate, population 15+ years, male (%)",Barro-Lee: Percentage of female population age 15+ with no education,"Elderly literacy rate, population 65+ years, both sexes (%)","Elderly literacy rate, population 65+ years, male (%)","Elderly literacy rate, population 65+ years, female (%)",Population growth (annual %),"Literacy rate, population 25-64 years, both sexes (%)","Literacy rate, population 25-64 years, female (%)","Literacy rate, population 25-64 years, male (%)","Population, age 0, female","Population, age 0, male","Population, age 0, total",UIS: Mean years of schooling of the population age 25+. Female,UIS: Mean years of schooling of the population age 25+. Male,UIS: Mean years of schooling of the population age 25+. Total,UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Female,UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Male,UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Total,UIS: Percentage of population age 25+ with at least a completed bachelor's or equivalent degree (ISCED 6 or higher). Male,UIS: Percentage of population age 25+ with at least a completed bachelor's or equivalent degree (ISCED 6 or higher). Total,UIS: Percentage of population age 25+ with at least a completed master's degree or equivalent (ISCED 7 or higher). Female,GDP per capita (constant 2005 US$),Government expenditure in educational institutions as % of GDP (%),"Labor force with primary education, female (% of female labor force)","Labor force with primary education, male (% of male labor force)","Labor force with secondary education, female (% of female labor force)","Labor force with secondary education, male (% of male labor force)","Labor force with tertiary education, female (% of female labor force)","Labor force with tertiary education, male (% of male labor force)","Labor force, female (% of total labor force)","Labor force, total","Unemployment, female (% of female labor force)","Unemployment, male (% of male labor force)","Unemployment, total (% of total labor force)"
Japan,2001,,,,,,,,0.240952588,,,,595467,631146,1226613,,,,,,,,,,40199.28707,3.484450102,15.5,17.70000076,50.20000076,45.90000153,34.29999924,36.40000153,40.80443696,67559626,4.800000191,5.199999809,5
Japan,2002,,,,,,,,0.232527187,,,,575634,609272,1184906,,,,,,,,,,40222.04746,3.484179974,64.59999847,62.70000076,,,35.40000153,37.29999924,40.78604961,67096096,5.099999905,5.599999905,5.400000095
Japan,2003,,,,,,,,0.213980949,,,,551893,582846,1134739,,,,,,,,,,40812.40962,3.523210049,63.70000076,62.20000076,,,36.40000153,37.79999924,40.98950565,66934130,4.900000095,5.400000095,5.199999809
Japan,2004,,,,,,,,0.033662258,,,,530227,558738,1088965,,,,,,,,,,41761.82012,3.475460052,,,,,,,41.10996872,66634040,4.400000095,4.900000095,4.699999809
Japan,2005,,,,0.18,,,,0.009392097,,,,514837,541778,1056615,,,,,,,,,,42301.88989,3.348880053,61.09999847,60.09999847,,,38.79999924,39.90000153,41.28169002,66632180,4.199999809,4.599999905,4.400000095
Japan,2006,,,,,,,,0.063373589,,,,507393,533850,1041243,,,,,,,,,,42990.76695,3.327749968,58.29999924,57.29999924,,,37.59999847,38.70000076,41.36491912,66659393,3.799999952,4.300000191,4.099999905
Japan,2007,,,,,,,,0.114908848,,,,506283,533108,1039391,,,,,,,,,,43882.75048,3.305409908,60.59999847,59.79999924,,,39.40000153,40.20000076,41.39529777,66924367,3.700000048,4,3.900000095
Japan,2008,,,,,,,,0.048425395,,,,508476,536146,1044622,,,,,,,,,,43404.62798,3.275569916,59.09999847,58.29999924,,,40.90000153,41.70000076,41.54471563,66803519,3.799999952,4.099999905,4
Japan,2009,,,,,,,,-0.012494631,,,,509409,537832,1047241,,,,,,,,,,41010.78823,,,,,,,,41.93590441,66534845,4.699999809,5.300000191,5
Japan,2010,,,,0.15,,,,0.017960542,,,,505873,534553,1040426,,,,27.75292,32.19272,29.87681,,,,42935.25272,3.572479963,,,,,,,42.47903356,66740831,4.5,5.300000191,5
Japan,2011,,,,,,,,-0.197526884,,,,496902,525231,1022133,,,,,,,,,,42824.7123,3.563580036,,,,,,,42.07352233,65553960,4.099999905,4.800000191,4.5
Japan,2012,,,,,,,,-0.200320559,,,,483852,511386,995238,,,,,,,,,,43658.17338,3.620409966,,,,,,,42.22819852,65267847,4,4.5,4.300000191
Japan,2013,,,,,,,,-0.174866976,,,,468632,495107,963739,,,,,,,,,,44327.93821,3.586499929,,,,,,,42.63777047,65559495,3.700000048,4.300000191,4
Japan,2014,,,,,,,,-0.162550166,,,,,479558,,,,,,,,,,,44386.09733,3.531939983,,,,,,,42.70764659,65302348,3.400000095,3.900000095,3.700000048
Japan,2015,,,,,,,,-0.136430274,,,,442407,467032,909439,,,,,,,,,,44656.83191,,,,,,,,,,,,
Ireland,1990,,,,2.23,,,,0.084413021,,,,24434,25831,50265,,,,,,,,,,22995.92359,,,,,,,,34.16977177,1344829,,,
Ireland,1991,,,,,,,,0.574927781,,,,23551,24928,48479,,,,,,,,,,23305.28754,,,,,,,,34.66258695,1374280,16.60000038,15.39999962,15.80000019
Ireland,1992,,,,,,,,0.682256778,,,,23373,24821,48194,,,,,,,,,,23920.6887,,35.09999847,57.09999847,40.29999924,25,24.29999924,17.79999924,35.43808422,1369885,15.30000019,14.80000019,15
Ireland,1993,,,,,,,,0.499840487,,,,23700,25273,48973,,,,,,,,,,24442.301,,32.90000153,54.29999924,41,26.20000076,26,19.39999962,36.56032513,1401522,15.89999962,15.39999962,15.60000038
Ireland,1994,,,,,,,,0.394187639,,,,24206,25908,50114,,,,,,,,,,25747.46393,,31.70000076,53.5,41.40000153,26.60000038,26.79999924,19.79999924,37.06449319,1440276,14.69999981,14.5,14.60000038
Ireland,1995,,,,4.3,,,,0.512695055,,,,24658,26450,51108,,,,,,,,,,28083.72972,,31.20000076,51.29999924,39.40000153,27.39999962,29.29999924,21.10000038,37.58969557,1465234,12.10000038,11.89999962,12
Ireland,1996,,,,,,,,0.791271347,,,,24998,26835,51833,,,,,,,,,,30444.95473,,29.29999924,48.90000153,38.29999924,27.29999924,32.20000076,23.70000076,38.35426221,1515211,11.80000019,11.69999981,11.69999981
Ireland,1997,,,,,,,,1.002814735,,,,25304,27151,52455,,,,,,,,,,33510.35429,,29.60000038,49,37.90000153,27.5,32.29999924,23.29999924,38.89146533,1554683,10.19999981,10.19999981,10.19999981
Ireland,1998,,,,,,,,1.043076836,,,,25629,27470,53099,,,,,,,,,,36118.47724,4.016910076,,,,,,,39.49800506,1632128,7.300000191,7.900000095,7.699999809
Ireland,1999,,,,,,,,1.127299556,,,,26070,27908,53978,,,,,,,,,,39557.11316,3.879169941,26.89999962,40.40000153,43.70000076,35.79999924,26.39999962,19.60000038,40.1982355,1705749,5.599999905,5.900000095,5.800000191
Ireland,2000,,,,5.38,,,,1.333042666,,,,26688,28544,55232,,,,,,,,,,43025.91863,,25.39999962,38.70000076,44,37.5,28.10000038,20.39999962,40.58023152,1765123,4.199999809,4.300000191,4.300000191
Ireland,2001,,,,,,,,1.59215149,,,,27487,29386,56873,,,,,,,,,,44816.57833,,23.60000038,36,43.20000076,37.40000153,30.20000076,21.79999924,40.73141788,1808378,3.599999905,3.799999952,3.700000048
Ireland,2002,,,,,,,,1.685148857,,,,28412,30368,58780,,,,,,,,,,46683.83724,3.833389997,23,36.70000076,41.70000076,37.09999847,32.5,23,41.33075468,1859366,3.700000048,4.5,4.199999809
Ireland,2003,,,,,,,,1.628950962,,,,29386,31411,60797,,,,,,,,,,47694.24372,3.916310072,21.79999924,35.59999847,42.09999847,36.5,34.20000076,25.70000076,41.55319689,1902489,4,4.800000191,4.5
Ireland,2004,,,,,,,,1.828313818,,,,30311,32406,62717,,,,,,,,,,48893.09705,4.013440132,20.60000038,35.20000076,41.20000076,36.59999847,36.29999924,26.29999924,41.49315052,1957887,3.799999952,5,4.5
Ireland,2005,,,,0.64,,,,2.178703014,,,,31109,33269,64378,,,,,,,,,,50869.58853,4.044239998,20,33.5,40.70000076,37.40000153,37,26.20000076,42.05996741,2065722,3.900000095,4.599999905,4.300000191
Ireland,2006,,,,,,,,2.696005644,,,,31754,33975,65729,,,,,,,,,,52640.81835,4.070799828,18.5,31.5,39.29999924,37.29999924,39.20000076,27,42.33787854,2149222,4.199999809,4.599999905,4.400000095
Ireland,2007,,,,,,,,2.890960005,,,,32259,34534,66793,,,,29.24932,18.67217,27.67871,,,,53975.3866,4.229899883,17.79999924,30.10000038,38.59999847,37.70000076,40.40000153,27.89999962,42.92187726,2230874,4.199999809,4.900000095,4.599999905
Ireland,2008,,,,,,,,2.038708011,,,,32619,34941,67560,,,,,,,,,,51742.51222,4.97631979,16.5,28.79999924,38.29999924,38,41.90000153,29.20000076,43.22356069,2254569,4.599999905,7.099999905,6
Ireland,2009,,,,,,,,1.015663276,,,,32846,35203,68049,,,,,,,,,,48331.69111,5.636769772,14.5,26,38.40000153,38.5,43.90000153,31.70000076,43.70265088,2233146,8.199999809,15,12
Ireland,2010,,,,0.66,,,,0.544884384,,,,32952,35328,68280,,,,34.33217,29.91447,32.16603,,,,48260.66536,5.578499794,13.30000019,24.10000038,37.59999847,39,46.20000076,33.20000076,44.10296099,2201766,9.899999619,17.10000038,13.89999962
Ireland,2011,,,,,,,,0.364213884,,,,32932,35312,68244,11,10.7,10.9,18.07365,15.47786,16.80455,24.5,26.8,10.1,49329.69887,5.272550106,13.10000038,23.29999924,37.29999924,39.40000153,47,34.20000076,44.31192329,2183383,10.80000019,17.70000076,14.60000038
Ireland,2012,,,,,,,,0.220500759,,,,32789,35156,67945,,,,,,,,,,49295.42798,5.265749931,12.19999981,22.60000038,37,39.59999847,48.59999847,35.59999847,44.28935108,2173816,11,17.60000038,14.69999981
Ireland,2013,,,,,,,,0.248160454,,,,32548,34888,67436,,,,,,,,,,49878.54099,,11,21.20000076,36.09999847,39.29999924,50.20000076,36.70000076,44.39400397,2184313,10.80000019,15,13.10000038
Ireland,2014,,,,,,,,0.410851014,,,,,34550,,,,,,,,,,,52256.77121,,10.30000019,20.70000076,37.20000076,39.79999924,49.40000153,36.20000076,44.45529592,2185058,9.800000191,13.10000038,11.60000038
Ireland,2015,,,,,,,,0.50719881,,,,31908,34173,66081,,,,,,,,,,56053.72849,,,,,,,,,,,,
"Korea, Rep.",1990,,,,12.02,,,,0.985130494,,,,259316,304509,563825,,,,,,,,,,8795.429335,,,,,,,,39.65430804,19160700,,,
"Korea, Rep.",1991,,,,,,,,0.989785982,,,,277144,311459,588603,,,,,,,,,,9554.679147,,57.40000153,38.29999924,33.29999924,43.40000153,9.300000191,18.29999924,39.46360434,19667124,1.799999952,2.799999952,2.400000095
"Korea, Rep.",1992,,,,,,,,1.039161356,,,,311660,330356,642016,,,,,,,,,,10001.06006,,54.90000153,36,34.70000076,43.90000153,10.39999962,20.10000038,39.25639415,20078836,2,2.900000095,2.5
"Korea, Rep.",1993,,,,,,,,1.015821437,,,,352079,354431,706510,,,,,,,,,,10526.59026,,51,32.90000153,37.29999924,45.20000076,11.60000038,21.89999962,39.32763557,20346466,2.099999905,3.400000095,2.900000095
"Korea, Rep.",1994,,,,,,,,1.006157245,,,,383205,374019,757224,,,,,,,,,,11335.3444,,49.59999847,32,38.20000076,45.79999924,12.19999981,22.20000076,39.47821913,20934037,1.899999976,2.900000095,2.5
"Korea, Rep.",1995,,,,10.2,,,,1.006200855,,,,394490,382278,776768,,,,13.7,28.83095,21.1,,,,12224.04212,,47.90000153,30.29999924,38.79999924,46.59999847,13.39999962,23.10000038,39.79377077,21431686,1.600000024,2.400000095,2.099999905
"Korea, Rep.",1996,,,,,,,,0.952779422,,,,381692,377014,758706,,,,,,,,,,12978.20695,,46.40000153,29.60000038,39.09999847,46.59999847,14.39999962,23.79999924,40.01096142,21838418,1.5,2.299999952,2
"Korea, Rep.",1997,,,,,,,,0.937713809,,,,349173,360734,709907,,,,,,,,,,13598.51164,,46.40000153,29.89999962,38.59999847,46.20000076,15,23.89999962,40.53921982,22319840,2.200000048,2.900000095,2.599999905
"Korea, Rep.",1998,,,,,,,,0.721865018,,,,305508,337042,642550,,,,,,,,,,12729.28588,3.400700092,43.29999924,26.39999962,39.5,46.40000153,17.10000038,27.29999924,39.46902917,21994278,5.5,8,7
"Korea, Rep.",1999,,,,,,,,0.710794593,,,,263464,311566,575030,,,,,,,,,,13995.38052,3.33491993,43,26,39.29999924,46.5,17.70000076,27.39999962,39.9388693,22247087,4.900000095,7.199999809,6.300000191
"Korea, Rep.",2000,,,,9.23,,,,0.836180864,,,,232293,288583,520876,,,,17.77218,30.63557,24.04093,,,,15104.52087,,42.5,25.60000038,39.09999847,46.59999847,18.39999962,27.79999924,40.50678384,22664811,3.5,5,4.400000095
"Korea, Rep.",2001,,,,,,,,0.740212672,,,,214439,268553,482992,,,,,,,,,,15671.61502,3.751620054,40.90000153,24.70000076,39.70000076,46.59999847,19.39999962,28.70000076,40.67608274,23006977,3.200000048,4.5,4
"Korea, Rep.",2002,,,,,,,,0.557631009,,,,206960,250558,457518,,,,,,,,,,16742.77371,3.698420048,37.09999847,22.70000076,41.09999847,47.09999847,21.89999962,30.20000076,40.75875131,23433976,2.599999905,3.799999952,3.299999952
"Korea, Rep.",2003,,,,,,,,0.496708812,,,,207249,235852,443101,,,,,,,,,,17148.48401,4.038519859,33.70000076,20.89999962,41.29999924,45.20000076,25,33.90000153,40.42833014,23435054,3.200000048,3.900000095,3.599999905
"Korea, Rep.",2004,,,,,,,,0.375613356,,,,210793,225687,436480,,,,,,,,,,17921.29291,3.889149904,32.29999924,20.29999924,41.5,45.09999847,26.29999924,34.59999847,40.87309297,23909321,3.299999952,4,3.700000048
"Korea, Rep.",2005,,,,8.91,,,,0.205166578,,,,214155,220730,434885,10.5,12.3,11.4,25.20608,38.58082,31.58874,,,,18586.29641,3.73883009,31.29999924,19.60000038,41,44.79999924,27.70000076,35.5,41.12118091,24115234,3.299999952,4,3.700000048
